classification,seller_institution_id,seller_name,loanbook_ref,loan_id,borrower_id,borrower_display_name,vehicle_type,state,origination_date,as_of_date,original_principal_inr,principal_outstanding_inr,annual_interest_rate_percent,original_term_months,instalments_paid,scheduled_instalment_inr,days_past_due,missed_instalments
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0807,SYN-A-BR-0807,Synthetic Borrower A0807,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.52,213694.07,16.0,48,14,7858.12,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0808,SYN-A-BR-0808,Synthetic Borrower A0808,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.3,205629.26,17.0,36,13,10538.53,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0809,SYN-A-BR-0809,Synthetic Borrower A0809,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,255053.23,18.0,48,12,9220.79,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0810,SYN-A-BR-0810,Synthetic Borrower A0810,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.85,87769.5,14.0,36,19,5721.77,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0811,SYN-A-BR-0811,Synthetic Borrower A0811,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,125085.71,15.0,48,19,5168.83,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0812,SYN-A-BR-0812,Synthetic Borrower A0812,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.38,114121.08,16.0,36,18,7173.24,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0813,SYN-A-BR-0813,Synthetic Borrower A0813,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,160064.14,17.0,48,17,6415.78,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0814,SYN-A-BR-0814,Synthetic Borrower A0814,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,149372.13,18.0,36,16,8700.29,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0815,SYN-A-BR-0815,Synthetic Borrower A0815,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.74,192908.19,14.0,48,15,7076.65,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0816,SYN-A-BR-0816,Synthetic Borrower A0816,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,198238.41,15.0,36,12,9611.92,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0817,SYN-A-BR-0817,Synthetic Borrower A0817,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,233075.32,16.0,48,13,8377.06,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0818,SYN-A-BR-0818,Synthetic Borrower A0818,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,226352.06,17.0,36,12,11191.36,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0819,SYN-A-BR-0819,Synthetic Borrower A0819,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,111764.36,18.0,48,20,4917.75,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0820,SYN-A-BR-0820,Synthetic Borrower A0820,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,97369.28,14.0,36,19,6347.59,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0821,SYN-A-BR-0821,Synthetic Borrower A0821,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.4,141329.91,15.0,48,18,5678.43,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0822,SYN-A-BR-0822,Synthetic Borrower A0822,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.17,148198.25,16.0,36,14,7817.0,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0823,SYN-A-BR-0823,Synthetic Borrower A0823,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,177672.99,17.0,48,16,6944.14,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0824,SYN-A-BR-0824,Synthetic Borrower A0824,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,167585.87,18.0,36,15,9362.27,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0825,SYN-A-BR-0825,Synthetic Borrower A0825,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,211655.86,14.0,48,14,7577.02,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0826,SYN-A-BR-0826,Synthetic Borrower A0826,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,203724.58,15.0,36,13,10246.67,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0827,SYN-A-BR-0827,Synthetic Borrower A0827,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,253035.8,16.0,48,12,8895.99,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0828,SYN-A-BR-0828,Synthetic Borrower A0828,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,89614.29,17.0,36,19,5968.72,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0829,SYN-A-BR-0829,Synthetic Borrower A0829,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,127531.25,18.0,48,19,5455.63,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0830,SYN-A-BR-0830,Synthetic Borrower A0830,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,112628.48,14.0,36,18,6973.41,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0831,SYN-A-BR-0831,Synthetic Borrower A0831,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.17,158223.6,15.0,48,17,6188.03,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0832,SYN-A-BR-0832,Synthetic Borrower A0832,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,147674.43,16.0,36,16,8460.75,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0833,SYN-A-BR-0833,Synthetic Borrower A0833,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,195888.99,17.0,48,15,7472.5,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0834,SYN-A-BR-0834,Synthetic Borrower A0834,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.52,200789.72,18.0,36,12,10024.25,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0835,SYN-A-BR-0835,Synthetic Borrower A0835,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,231015.34,14.0,48,13,8077.39,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0836,SYN-A-BR-0836,Synthetic Borrower A0836,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.07,224420.84,15.0,36,12,10881.41,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0837,SYN-A-BR-0837,Synthetic Borrower A0837,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.83,110261.79,16.0,48,20,4744.53,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0838,SYN-A-BR-0838,Synthetic Borrower A0838,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,99415.85,17.0,36,19,6621.55,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0839,SYN-A-BR-0839,Synthetic Borrower A0839,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,143939.17,18.0,48,18,5993.51,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0840,SYN-A-BR-0840,Synthetic Borrower A0840,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.17,146702.33,14.0,36,14,7599.23,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0841,SYN-A-BR-0841,Synthetic Borrower A0841,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,175754.49,15.0,48,16,6697.64,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0842,SYN-A-BR-0842,Synthetic Borrower A0842,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.72,165804.3,16.0,36,15,9104.5,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0843,SYN-A-BR-0843,Synthetic Borrower A0843,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,214699.01,17.0,48,14,8000.85,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0844,SYN-A-BR-0844,Synthetic Borrower A0844,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.3,206573.94,18.0,36,13,10686.23,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0845,SYN-A-BR-0845,Synthetic Borrower A0845,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.07,250975.73,14.0,48,12,8577.76,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0846,SYN-A-BR-0846,Synthetic Borrower A0846,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,88385.63,15.0,36,19,5803.42,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0847,SYN-A-BR-0847,Synthetic Borrower A0847,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.61,125906.38,16.0,48,19,5263.46,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0848,SYN-A-BR-0848,Synthetic Borrower A0848,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.38,114864.54,17.0,36,18,7274.38,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0849,SYN-A-BR-0849,Synthetic Borrower A0849,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,160973.58,18.0,48,17,6531.39,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0850,SYN-A-BR-0850,Synthetic Borrower A0850,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,145964.21,14.0,36,16,8225.05,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0851,SYN-A-BR-0851,Synthetic Borrower A0851,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,193910.46,15.0,48,15,7207.24,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0852,SYN-A-BR-0852,Synthetic Borrower A0852,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,199093.86,16.0,36,12,9748.25,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0853,SYN-A-BR-0853,Synthetic Borrower A0853,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,234090.18,17.0,48,13,8529.21,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0854,SYN-A-BR-0854,Synthetic Borrower A0854,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.07,227309.11,18.0,36,12,11348.2,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0855,SYN-A-BR-0855,Synthetic Borrower A0855,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.85,108740.71,14.0,48,20,4574.8,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0856,SYN-A-BR-0856,Synthetic Borrower A0856,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,98052.81,15.0,36,19,6438.17,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0857,SYN-A-BR-0857,Synthetic Borrower A0857,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,142206.0,16.0,48,18,5782.39,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0858,SYN-A-BR-0858,Synthetic Borrower A0858,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.16,148940.91,17.0,36,14,7927.21,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0859,SYN-A-BR-0859,Synthetic Borrower A0859,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,178620.19,18.0,48,16,7069.27,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0860,SYN-A-BR-0860,Synthetic Borrower A0860,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,164007.63,14.0,36,15,8850.87,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0861,SYN-A-BR-0861,Synthetic Borrower A0861,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,212679.65,15.0,48,14,7716.84,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0862,SYN-A-BR-0862,Synthetic Borrower A0862,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,204679.45,16.0,36,13,10392.01,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0863,SYN-A-BR-0863,Synthetic Borrower A0863,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.06,254049.87,17.0,48,12,9057.57,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0864,SYN-A-BR-0864,Synthetic Borrower A0864,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.85,90226.69,18.0,36,19,6052.38,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0865,SYN-A-BR-0865,Synthetic Borrower A0865,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.61,124259.69,14.0,48,19,5075.17,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0866,SYN-A-BR-0866,Synthetic Borrower A0866,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.4,113375.71,15.0,36,18,7072.92,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0867,SYN-A-BR-0867,Synthetic Borrower A0867,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,159147.44,16.0,48,17,6301.32,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0868,SYN-A-BR-0868,Synthetic Borrower A0868,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,148524.88,17.0,36,16,8580.04,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0869,SYN-A-BR-0869,Synthetic Borrower A0869,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.74,196865.03,18.0,48,15,7607.15,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0870,SYN-A-BR-0870,Synthetic Borrower A0870,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.52,197378.03,14.0,36,12,9476.69,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0871,SYN-A-BR-0871,Synthetic Borrower A0871,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.3,232050.35,15.0,48,13,8226.44,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0872,SYN-A-BR-0872,Synthetic Borrower A0872,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,225389.28,16.0,36,12,11035.76,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0873,SYN-A-BR-0873,Synthetic Borrower A0873,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,111015.45,17.0,48,20,4830.7,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0874,SYN-A-BR-0874,Synthetic Borrower A0874,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,100095.23,18.0,36,19,6714.35,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0875,SYN-A-BR-0875,Synthetic Borrower A0875,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,140447.63,14.0,48,18,5575.54,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0876,SYN-A-BR-0876,Synthetic Borrower A0876,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,147452.04,15.0,36,14,7707.67,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0877,SYN-A-BR-0877,Synthetic Borrower A0877,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,176717.72,16.0,48,16,6820.26,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0878,SYN-A-BR-0878,Synthetic Borrower A0878,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.72,166697.01,17.0,36,15,9232.87,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0879,SYN-A-BR-0879,Synthetic Borrower A0879,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,215694.39,18.0,48,14,8145.03,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0880,SYN-A-BR-0880,Synthetic Borrower A0880,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,202764.73,14.0,36,13,10102.51,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0881,SYN-A-BR-0881,Synthetic Borrower A0881,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,252011.06,15.0,48,12,8736.05,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0882,SYN-A-BR-0882,Synthetic Borrower A0882,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,89000.58,16.0,36,19,5885.74,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0883,SYN-A-BR-0883,Synthetic Borrower A0883,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,126721.6,17.0,48,19,5359.06,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0884,SYN-A-BR-0884,Synthetic Borrower A0884,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.4,115606.02,18.0,36,18,7376.33,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0885,SYN-A-BR-0885,Synthetic Borrower A0885,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,157292.74,14.0,48,17,6075.91,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0886,SYN-A-BR-0886,Synthetic Borrower A0886,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,146820.85,15.0,36,16,8342.42,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0887,SYN-A-BR-0887,Synthetic Borrower A0887,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,194904.1,16.0,48,15,7339.19,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0888,SYN-A-BR-0888,Synthetic Borrower A0888,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,199944.31,17.0,36,12,9885.7,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0889,SYN-A-BR-0889,Synthetic Borrower A0889,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.3,235094.85,18.0,48,13,8682.91,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0890,SYN-A-BR-0890,Synthetic Borrower A0890,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,223446.83,14.0,36,12,10728.33,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0891,SYN-A-BR-0891,Synthetic Borrower A0891,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.83,109503.5,15.0,48,20,4659.22,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0892,SYN-A-BR-0892,Synthetic Borrower A0892,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,98735.02,16.0,36,19,6529.49,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0893,SYN-A-BR-0893,Synthetic Borrower A0893,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,143075.79,17.0,48,18,5887.42,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0894,SYN-A-BR-0894,Synthetic Borrower A0894,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.17,149679.97,18.0,36,14,8038.31,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0895,SYN-A-BR-0895,Synthetic Borrower A0895,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,174783.4,14.0,48,16,6576.28,0,0
